,FILE_ID,Description,SCHK_Block_count,Agg_SubSystem_count,Hierarchy_depth,LibraryLinked_Count,total_ConnH_cnt,clean_description,clean_description_tokens,combined_clusters
1615,56431,"full bridge bipolar pwm dc dc_converter drives dc motor with different output voltages<p>If you want to control the dc motor using full bridge bipolar pwm dc dc_converter, the simulink circit is useful for an engineer.</p>power electronics,electric_motor_control,power_conversion_control,power_electronics_control",38,1,1,0,45,full bridge bipolar pwm converter drive motor different output voltagesif want control motor full bridge bipolar pwm converter circit useful engineer power motor controlpower conversion controlpower electronics control,"['full', 'bridge', 'bipolar', 'pwm', 'converter', 'drive', 'motor', 'different', 'output', 'voltagesif', 'want', 'control', 'motor', 'full', 'bridge', 'bipolar', 'pwm', 'converter', 'circit', 'useful', 'engineer', 'power', 'motor', 'controlpower', 'conversion', 'controlpower', 'electronics', 'control']",1
1616,56440,"This block is used for  machine modelling analysis<p>This block is used for  machine modelling analysis, and power system also</p>conversion,measurement,simulation,simulink",18,2,2,0,19,block machine analysisthis block machine analysis power,"['block', 'machine', 'analysisthis', 'block', 'machine', 'analysis', 'power']",7
1617,56448,"Particle swarm based repetitive spline compensator in two different arrangements is demonstrated.<p>Particle swarm based repetitive spline compensator for precision position control is proposed here. These models have been developed by my student Karol Basinski. Two different concepts can be investigated using this submission: a swarm plus spline based modification of the position controller input and a swarm plus spline based modification of the speed controller input. More details in ""Particle swarm based repetitive spline compensator for servo drives"" <a href=""https://doi.org/10.15199/48.2017.02.40"">https://doi.org/10.15199/48.2017.02.40</a> (the paper is openly accessible at <a href=""http://pe.org.pl/articles/2017/2/40.pdf"">http://pe.org.pl/articles/2017/2/40.pdf</a>).</p>dynamic optimization problem,ilc,iterative learning control,kessler,motion control,naslin,optimal control,particle swarm optimization,position control,precision control,pso,repetitive control,spline",313,12,2,0,317,particle swarm base repetitive spline compensator two different arrangement demonstrate particle swarm base repetitive spline compensator precision position control propose develop student karol basinski two different concept investigate submission swarm plus spline base modification position controller input swarm plus spline base modification speed controller input detail particle swarm base repetitive spline compensator servo drive doi org paper openly accessible http org article pdf dynamic optimization learn controlparticle swarm controlspline,"['particle', 'swarm', 'base', 'repetitive', 'spline', 'compensator', 'two', 'different', 'arrangement', 'demonstrate', 'particle', 'swarm', 'base', 'repetitive', 'spline', 'compensator', 'precision', 'position', 'control', 'propose', 'develop', 'student', 'karol', 'basinski', 'two', 'different', 'concept', 'investigate', 'submission', 'swarm', 'plus', 'spline', 'base', 'modification', 'position', 'controller', 'input', 'swarm', 'plus', 'spline', 'base', 'modification', 'speed', 'controller', 'input', 'detail', 'particle', 'swarm', 'base', 'repetitive', 'spline', 'compensator', 'servo', 'drive', 'doi', 'org', 'paper', 'openly', 'accessible', 'http', 'org', 'article', 'pdf', 'dynamic', 'optimization', 'learn', 'controlparticle', 'swarm', 'controlspline']",0
1618,56453,a simple SPWM<p>a simple SPWM</p>simulink,53,0,1,0,55,simple spwma simple,"['simple', 'spwma', 'simple']",0
1619,56456,"ac regulator model for matlab<p>ac regulator model for matlab</p>electric_motor_control,power_conversion_control,power_electronics_control,simulink",11,0,1,0,11,regulator matlabac regulator matlabelectric motor controlpower conversion controlpower electronics,"['regulator', 'matlabac', 'regulator', 'matlabelectric', 'motor', 'controlpower', 'conversion', 'controlpower', 'electronics']",6
1620,56459,Analisis del coeficiente de rigidez<p>Se calcula el desplazamiento y el comportamiento del sistema de un muelle</p>simulink,52,4,2,0,56,analisis del coeficiente rigidezse calcula desplazamiento comportamiento del sistema,"['analisis', 'del', 'coeficiente', 'rigidezse', 'calcula', 'desplazamiento', 'comportamiento', 'del', 'sistema']",2
1621,56467,"A fuel cell feeding step load is connected through a Boost converter with Voltage control.<p>Using Voltage control loop of Boost converter, the output voltage is controlled to 48v irrespective of the load changes</p>power electronics",37,1,2,0,45,fuel cell feed step load connect boost converter voltage control voltage control loop boost converter output voltage control irrespective load changespower electronics,"['fuel', 'cell', 'feed', 'step', 'load', 'connect', 'boost', 'converter', 'voltage', 'control', 'voltage', 'control', 'loop', 'boost', 'converter', 'output', 'voltage', 'control', 'irrespective', 'load', 'changespower', 'electronics']",1
1622,56474,"Fourier Analysis of a Single PWM Signal & a Particular Harmonic Mitigation<p>Description:  Here, Fourier Analysis of a Single PWM Signal &amp; a Particular Harmonic Mitigation for 1-ph inverter is studied.REF. Book:Power Electronics:Circuit, Devices and Application (3rd Ed.)ByM. H. RashidISBN no: 978-81-317-0246-8To run this file you need MATLAB 8.4 (R2014b) or higher version</p>fourier,pwm,electric_motor_control,power_conversion_control,power_electronics_control",25,1,2,0,29,fourier analysis single pwm signal particular harmonic fourier analysis single pwm signal amp particular harmonic mitigation inverter study ref book power electronics circuit device application bym rashidisbn run file need high motor controlpower conversion controlpower electronics control,"['fourier', 'analysis', 'single', 'pwm', 'signal', 'particular', 'harmonic', 'fourier', 'analysis', 'single', 'pwm', 'signal', 'amp', 'particular', 'harmonic', 'mitigation', 'inverter', 'study', 'ref', 'book', 'power', 'electronics', 'circuit', 'device', 'application', 'bym', 'rashidisbn', 'run', 'file', 'need', 'high', 'motor', 'controlpower', 'conversion', 'controlpower', 'electronics', 'control']",3
1623,56482,"PV MPPT usning arduino board with  fuzzy  controller<p>PV MPPT using real time implementation  Arduino board with  fuzzy  controller</p>arduino,fuzzy,mppt,pv,real time,power_conversion_control,power_electronics_control",15,1,1,1,15,mppt usning arduino board fuzzy controllerpv mppt real time implementation arduino board fuzzy timepower conversion controlpower electronics control,"['mppt', 'usning', 'arduino', 'board', 'fuzzy', 'controllerpv', 'mppt', 'real', 'time', 'implementation', 'arduino', 'board', 'fuzzy', 'timepower', 'conversion', 'controlpower', 'electronics', 'control']",3
1624,56483,"fuzzy Logic control  based  speed control of DC motor using Arduino Mega 2560 Hardware<p>fuzzy Logic control  based  speed control of DC motor using Arduino Mega 2560 Hardware</p>dc motor,fuzzy,speed control,electric_motor_control,power_conversion_control,power_electronics_control",24,1,1,1,28,fuzzy logic control base speed control motor arduino mega hardwarefuzzy logic control base speed control motor arduino mega hardwaredc motorfuzzyspeed controlelectric motor controlpower conversion controlpower electronics control,"['fuzzy', 'logic', 'control', 'base', 'speed', 'control', 'motor', 'arduino', 'mega', 'hardwarefuzzy', 'logic', 'control', 'base', 'speed', 'control', 'motor', 'arduino', 'mega', 'hardwaredc', 'motorfuzzyspeed', 'controlelectric', 'motor', 'controlpower', 'conversion', 'controlpower', 'electronics', 'control']",1
1625,56506,"This model demonstrate the basic design and fundamental operation of aPure Sine Wave Off Grid Inverter<p>This model demonstrate the basic design and fundamental operation of aPure Sine Wave Off Grid inverter with the following specificationInput Voltage: 24V DCNominal Output Voltage: 230V ACRated Power Output: 1kVA See Linear Transformer BlockModulation Method: Sinusoidal PWM See PWM Generator BlockPower Frequency: 50Hz See PWM Generator BlockCarrier Frequency: 10kHz (200*50Hz) See PWM Generator BlockControl Method: PI Voltage Feedback ControlTHD: &lt; 1.2% at rated power outputTHD: &lt; 2.5% at 50% of rated power outputTHD: &lt; 5% at &gt; 25% of rated power outputFor simplicity the input DC link capacitor and output LC filter were </p>electric_motor_control,power_conversion_control,power_electronics_control,dcac converter,inverter,single phase inverter,sinusoidal pwm,spwm",25,0,1,0,30,demonstrate basic design fundamental operation apure sine wave grid inverterthis demonstrate basic design fundamental operation apure sine wave grid inverter follow voltage dcnominal output voltage acrated power output kva see linear transformer blockmodulation method sinusoidal pwm see pwm generator blockpower frequency see pwm generator blockcarrier frequency khz see pwm generator blockcontrol method voltage feedback controlthd rat power outputthd rat power outputthd rat power outputfor simplicity input link capacitor output filter electric motor controlpower conversion controlpower electronics controldcac phase pwmspwm,"['demonstrate', 'basic', 'design', 'fundamental', 'operation', 'apure', 'sine', 'wave', 'grid', 'inverterthis', 'demonstrate', 'basic', 'design', 'fundamental', 'operation', 'apure', 'sine', 'wave', 'grid', 'inverter', 'follow', 'voltage', 'dcnominal', 'output', 'voltage', 'acrated', 'power', 'output', 'kva', 'see', 'linear', 'transformer', 'blockmodulation', 'method', 'sinusoidal', 'pwm', 'see', 'pwm', 'generator', 'blockpower', 'frequency', 'see', 'pwm', 'generator', 'blockcarrier', 'frequency', 'khz', 'see', 'pwm', 'generator', 'blockcontrol', 'method', 'voltage', 'feedback', 'controlthd', 'rat', 'power', 'outputthd', 'rat', 'power', 'outputthd', 'rat', 'power', 'outputfor', 'simplicity', 'input', 'link', 'capacitor', 'output', 'filter', 'electric', 'motor', 'controlpower', 'conversion', 'controlpower', 'electronics', 'controldcac', 'phase', 'pwmspwm']",3
1626,56511,"Simulink Transfer Function with Coefficients Input<p>These simulink blocks allow to input the transfer function its coefficients for the first, second and third order systems. This is beneficial for time varying parameters systems. The idea is simple, just to break down the transfer function into smaller blocks. Each Block is validated by an attached example.</p>simulink transfer funciton,transfer function coefficients,transfer function with variable coefficients",113,7,3,0,138,transfer function coefficient inputthese block allow input transfer function coefficient first second third order beneficial time vary parameter idea simple break transfer function small block block validate attached example transfer function function variable coefficient,"['transfer', 'function', 'coefficient', 'inputthese', 'block', 'allow', 'input', 'transfer', 'function', 'coefficient', 'first', 'second', 'third', 'order', 'beneficial', 'time', 'vary', 'parameter', 'idea', 'simple', 'break', 'transfer', 'function', 'small', 'block', 'block', 'validate', 'attached', 'example', 'transfer', 'function', 'function', 'variable', 'coefficient']",7
1627,56514,"Simscape tutorial to evaluate Simscape by yourself<p>This tutorial is shown about the basic usage of Simscape. There are an explanation material (Japanese) and a sample model to evaluate Simscape by yourself. The example is the mechanical system model that consists of mass, spring, damper.本チュートリアルでは、Simscapeの基本的な使用方法を説明しています。Simscapeの基本的な使用方法を自習して頂けるような説明資料とサンプルモデルがあります。例題は、マス・バネ・ダンパーで構成される機械系モデルです。</p>physical modeling,simscape,simulation",17,3,2,0,14,simscape tutorial evaluate simscape yourselfthis tutorial show basic usage simscape explanation material japanese sample evaluate simscape example mechanical consist mass spring damper,"['simscape', 'tutorial', 'evaluate', 'simscape', 'yourselfthis', 'tutorial', 'show', 'basic', 'usage', 'simscape', 'explanation', 'material', 'japanese', 'sample', 'evaluate', 'simscape', 'example', 'mechanical', 'consist', 'mass', 'spring', 'damper']",7
1628,56545,"Extremum Seeking Control Algorithm is employed to seek the max/min point of nonlinear functions<p>In this simulation a new MPPT approach called ""Extremum Seeking Control (ESC)"" has been employed to seek the peak power point of a PV system. According to various researchers, a well tuned ESC has a better efficiency compared to other MPPT algorithms like P&amp;O or IC. For more information regarding the operation of ESC please review1- H. Malek; S. Dadras; Y. Chen, ""Performance analysis of fractional order extremum seeking control"", ISA Transactions, Vol 16, doi: 10.1016/j.isatra.2016.02.024.2- H. Malek; Y. Chen, ""Fractional Order Extremum Seeking Control; Performance and Stability Analysis"", IEEE/ASME Transactions on Mechatronics, doi: 10.1109/TMECH.2016.2517621You can also check Extremum Seeking Control MPPT for PV and Fractional Order Extremum Seeking Control at fileexchange.</p>extremum seeking control,photovoltaic,power point tracker,renewable,power_conversion_control,power_electronics_control",193,8,2,0,247,extremum seek control algorithm employ seek max min point nonlinear functionsin new mppt approach call extremum seek control esc employ seek peak power point accord various researcher well tune esc good efficiency compare mppt algorithm like amp information regard operation esc please review malek dadras chen performance analysis fractional order extremum seek control isa transaction vol doi isatra malek chen fractional order extremum seek control performance stability analysis iee asme transaction mechatronics doi tmech also check extremum seek control mppt fractional order extremum seek control fileexchange extremum seek point conversion controlpower electronics control,"['extremum', 'seek', 'control', 'algorithm', 'employ', 'seek', 'max', 'min', 'point', 'nonlinear', 'functionsin', 'new', 'mppt', 'approach', 'call', 'extremum', 'seek', 'control', 'esc', 'employ', 'seek', 'peak', 'power', 'point', 'accord', 'various', 'researcher', 'well', 'tune', 'esc', 'good', 'efficiency', 'compare', 'mppt', 'algorithm', 'like', 'amp', 'information', 'regard', 'operation', 'esc', 'please', 'review', 'malek', 'dadras', 'chen', 'performance', 'analysis', 'fractional', 'order', 'extremum', 'seek', 'control', 'isa', 'transaction', 'vol', 'doi', 'isatra', 'malek', 'chen', 'fractional', 'order', 'extremum', 'seek', 'control', 'performance', 'stability', 'analysis', 'iee', 'asme', 'transaction', 'mechatronics', 'doi', 'tmech', 'also', 'check', 'extremum', 'seek', 'control', 'mppt', 'fractional', 'order', 'extremum', 'seek', 'control', 'fileexchange', 'extremum', 'seek', 'point', 'conversion', 'controlpower', 'electronics', 'control']",4
1629,56568,"Animation of a hydraulic pressure wave & Energy saving with VFD pump control<p>A MATLAB script executes a Simscape hydraulic model and animates the pressure shock wave transient with sudden valve closure. A multi-domain model (hydraulic-mechanic-electric) illustrates the advantage of variable frequency control  (VFD) for flow regulation. Energy saving at pump shaft is underlined.Execute the MATLAB scripts for pressure wave animation. Simulate the pump model directly from Simulink.</p>electric motor,industrial automation,variable speed control,water hammer",148,8,3,0,142,animation hydraulic pressure wave energy save vfd pump controla script execute simscape hydraulic animates pressure shock wave transient sudden valve closure multi domain hydraulic mechanic electric illustrate advantage variable frequency control vfd flow regulation energy save pump shaft underline execute script pressure wave animation pump directly electric motorindustrial speed controlwater hammer,"['animation', 'hydraulic', 'pressure', 'wave', 'energy', 'save', 'vfd', 'pump', 'controla', 'script', 'execute', 'simscape', 'hydraulic', 'animates', 'pressure', 'shock', 'wave', 'transient', 'sudden', 'valve', 'closure', 'multi', 'domain', 'hydraulic', 'mechanic', 'electric', 'illustrate', 'advantage', 'variable', 'frequency', 'control', 'vfd', 'flow', 'regulation', 'energy', 'save', 'pump', 'shaft', 'underline', 'execute', 'script', 'pressure', 'wave', 'animation', 'pump', 'directly', 'electric', 'motorindustrial', 'speed', 'controlwater', 'hammer']",5
1630,56634,matlab<p>control strategy</p>gui,467,25,5,0,502,matlabcontrol strategygui,"['matlabcontrol', 'strategygui']",2
1631,56697,"Regardless of the polarity of Input Signal, the Output is always positive_going<p>One of the applications of operational amplifier is to get absolute value of output whatever may be the polarity of applied input signal.</p>electronics,simulation",19,0,1,0,21,regardless polarity input signal output always positive goingone application operational amplifier get absolute value output whatever may polarity apply input signal,"['regardless', 'polarity', 'input', 'signal', 'output', 'always', 'positive', 'goingone', 'application', 'operational', 'amplifier', 'get', 'absolute', 'value', 'output', 'whatever', 'may', 'polarity', 'apply', 'input', 'signal']",4
1632,56743,"For AC Input, AC Output obtained with a closed loop gain,the phase shift being 180 deg.<p>AC Inverting Amplifier using op amp is shown here. The closed loop gain can be varied by changing the value of feedback resistor and there is always a phase shift of 180 degrees between AC Input and AC Output.</p>electronics,simulation,electric_motor_control,power_conversion_control,power_electronics_control",14,0,1,0,16,input output obtain closed loop gainthe phase shift deg invert amplifier amp show close loop gain vary change value feedback resistor always phase shift degree input output motor controlpower conversion controlpower electronics control,"['input', 'output', 'obtain', 'closed', 'loop', 'gainthe', 'phase', 'shift', 'deg', 'invert', 'amplifier', 'amp', 'show', 'close', 'loop', 'gain', 'vary', 'change', 'value', 'feedback', 'resistor', 'always', 'phase', 'shift', 'degree', 'input', 'output', 'motor', 'controlpower', 'conversion', 'controlpower', 'electronics', 'control']",3
1633,56751,"AC Non_Inverting Amplifier using op amp with closed loop gain 10 and zero phase shift<p>Closed loop gain of Non_Inverting Amplifier is (1+Rf/R)=1+(90k/10k)=10. So applied input is 0.5 vots AC and AC output obtained is 5 volts. One can vary closed loop gain by changing the value of Rf feedback resistor. But AC Input and AC Output are in same phase.</p>electronics,simulation,electric_motor_control,power_conversion_control,power_electronics_control",14,0,1,0,16,non invert amplifier amp close loop gain zero phase shiftclosed loop gain non invert amplifier apply input vots output obtain volt one vary close loop gain change value feedback resistor input output phase motor controlpower conversion controlpower electronics control,"['non', 'invert', 'amplifier', 'amp', 'close', 'loop', 'gain', 'zero', 'phase', 'shiftclosed', 'loop', 'gain', 'non', 'invert', 'amplifier', 'apply', 'input', 'vots', 'output', 'obtain', 'volt', 'one', 'vary', 'close', 'loop', 'gain', 'change', 'value', 'feedback', 'resistor', 'input', 'output', 'phase', 'motor', 'controlpower', 'conversion', 'controlpower', 'electronics', 'control']",3
1634,56754,"Adder cum Subtractor using op amp is shown by choosing four DC Voltages.<p>Four DC Voltages namely V1,V2,V3 and V4 are chosen as input voltages applied and the DC output obtained is such that Vo=(V1+V2)-(V3+V4) with this op amp circuit. V1=3V , V2=4V , V3= 1V and V2=2V and output Vo=4V</p>electronics,simulation,power_conversion_control,power_electronics_control",16,0,1,0,18,adder cum subtractor amp show choose four voltage four voltage namely choose input voltage apply output obtain amp circuit output conversion controlpower electronics control,"['adder', 'cum', 'subtractor', 'amp', 'show', 'choose', 'four', 'voltage', 'four', 'voltage', 'namely', 'choose', 'input', 'voltage', 'apply', 'output', 'obtain', 'amp', 'circuit', 'output', 'conversion', 'controlpower', 'electronics', 'control']",3
1635,56755,"Differential amplifier using op amp with variable gain is shown.<p>The DC Ouput Vo of this op amp circuit is n(V2-V1) where n is the gain of Differential amplifier and V1 and V2 are the applied DC input voltages. Here n=5 and V1 =1 volt and V2 =2 volts. So DC output Vo = 5 volts</p>electronics,simulation,power_conversion_control,power_electronics_control",12,0,1,0,13,differential amplifier amp variable gain show ouput amp circuit gain differential amplifier apply input voltage volt volt output conversion controlpower electronics control,"['differential', 'amplifier', 'amp', 'variable', 'gain', 'show', 'ouput', 'amp', 'circuit', 'gain', 'differential', 'amplifier', 'apply', 'input', 'voltage', 'volt', 'volt', 'output', 'conversion', 'controlpower', 'electronics', 'control']",3
1636,56756,"Second order differential equation is solved with Analog Computer set up using op amps<p>Analog Computer is set up using op amps to solve second order differential equation m(d^2x/dt^2)+b(dx/dt)+kx=F(t) and x output is found.</p>electronics,simulation",20,0,1,0,19,second order differential equation solve analog computer set ampsanalog computer set amps solve second order differential equation output find,"['second', 'order', 'differential', 'equation', 'solve', 'analog', 'computer', 'set', 'ampsanalog', 'computer', 'set', 'amps', 'solve', 'second', 'order', 'differential', 'equation', 'output', 'find']",0
1637,56757,"Applied DC input voltages are added at the output with a phase shift of 180 deg<p>V1 and V2 are two DC voltages applied at the input and the op amp circuit gives DC output Vo= -(V1+V2), the minus sign shows that there is a phase shift of 180 degrees between the output and the inputs.</p>electronics,simulation,power_conversion_control,power_electronics_control",11,0,1,0,10,apply input voltage add output phase shift degv two voltage apply input amp circuit give output minus sign show phase shift degree output input conversion controlpower electronics control,"['apply', 'input', 'voltage', 'add', 'output', 'phase', 'shift', 'degv', 'two', 'voltage', 'apply', 'input', 'amp', 'circuit', 'give', 'output', 'minus', 'sign', 'show', 'phase', 'shift', 'degree', 'output', 'input', 'conversion', 'controlpower', 'electronics', 'control']",3
1638,56761,"The output gives addition of all input voltages multiplied by Gain along with phase shift of 180 deg<p>The output Vo of this op amp circuit gives the sum of all input voltages V1, V2 &amp; V3 multiplied by Gain (RF/R) along with phase shift of 180 degrees. That is Vo = -(RF/R)(V1+V2+V3)</p>electronics,simulation",13,0,1,0,15,output give addition input voltage multiply gain along phase shift degthe output amp circuit give sum input voltage amp multiply gain along phase shift degree,"['output', 'give', 'addition', 'input', 'voltage', 'multiply', 'gain', 'along', 'phase', 'shift', 'degthe', 'output', 'amp', 'circuit', 'give', 'sum', 'input', 'voltage', 'amp', 'multiply', 'gain', 'along', 'phase', 'shift', 'degree']",3
1639,56762,"Phase shift oscillator using op amp is constructed generating sine wave at the output<p>Phase shift oscillator using op amp is constructed and Sine wave output is displayed in the scope.</p>electronics,simulation",15,0,1,0,15,phase shift oscillator amp construct generate sine wave outputphase shift oscillator amp construct sine wave output display scope,"['phase', 'shift', 'oscillator', 'amp', 'construct', 'generate', 'sine', 'wave', 'outputphase', 'shift', 'oscillator', 'amp', 'construct', 'sine', 'wave', 'output', 'display', 'scope']",4
1640,56763,"Both sine wave and cosine wave outputs are obtained with this circuit using op amp<p>Quadrature Oscillator circuit using op amp provides generation of both sine wave and cosine wave</p>electronics,simulation",19,0,1,0,21,sine wave cosine wave output obtain circuit ampquadrature oscillator circuit amp provide generation sine wave cosine,"['sine', 'wave', 'cosine', 'wave', 'output', 'obtain', 'circuit', 'ampquadrature', 'oscillator', 'circuit', 'amp', 'provide', 'generation', 'sine', 'wave', 'cosine']",4
1641,56764,"Schmitt trigger circuit using op amp converts sine into square<p>Schmitt trigger circuit using op amp demonstrates how sine wave is converted square wave.</p>electronics,simulation",19,0,1,0,21,schmitt trigger circuit amp convert sine squareschmitt trigger circuit amp demonstrates sine wave convert square wave,"['schmitt', 'trigger', 'circuit', 'amp', 'convert', 'sine', 'squareschmitt', 'trigger', 'circuit', 'amp', 'demonstrates', 'sine', 'wave', 'convert', 'square', 'wave']",4
1642,56776,"Solution of Simultaneous equations using Analog Computer set up using op amps<p>Analog Computer using op amps is set up for solution of simultaneous equations  X+Y=22X+Y=2.5 and X Output and Y output are displayed as 0.5 and 1.5 as shown.</p>electronics,simulation",19,0,1,0,20,solution equation analog computer set ampsanalog computer amp set solution equation output output display show,"['solution', 'equation', 'analog', 'computer', 'set', 'ampsanalog', 'computer', 'amp', 'set', 'solution', 'equation', 'output', 'output', 'display', 'show']",7
1643,56777,"Subtractor output of op amp gives difference between two applied input voltages<p>If V1 and V2 are the applied inputs to op amp with V1 connected to inverting input and V2 to Non-inverting input,then output Vo is given by Vo = V2-V1, the difference between the two applied input voltages.</p>electronics,simulation",12,0,1,0,13,subtractor output amp give difference two apply input voltagesif apply input amp connect invert input non invert inputthen output give difference two apply input voltage,"['subtractor', 'output', 'amp', 'give', 'difference', 'two', 'apply', 'input', 'voltagesif', 'apply', 'input', 'amp', 'connect', 'invert', 'input', 'non', 'invert', 'inputthen', 'output', 'give', 'difference', 'two', 'apply', 'input', 'voltage']",4
1644,56778,"Full Adder block adds 3 bits at a time displaying Sum and Carry outputs.<p>Full Adder in Digital Electronics adds 3 bits A, B, C Inputs and displays Sum and Carry outputs simultaneously. Truth table for Full Adder can be verified</p>electronics,simulation",41,1,2,0,32,full adder block add bit time display sum carry output full adder digital electronics add bit input display sum carry output truth table full adder,"['full', 'adder', 'block', 'add', 'bit', 'time', 'display', 'sum', 'carry', 'output', 'full', 'adder', 'digital', 'electronics', 'add', 'bit', 'input', 'display', 'sum', 'carry', 'output', 'truth', 'table', 'full', 'adder']",4
1645,56781,"Transistor Hartley oscillator with LC feedback generates sine waves<p>Hartley oscillator using Transistor generates sine waves with the use of LC feedback and output demonstrating the sine pattern</p>electronics,simulation",17,0,1,0,19,transistor hartley oscillator feedback generate sine waveshartley oscillator transistor generates sine wave feedback output demonstrate sine,"['transistor', 'hartley', 'oscillator', 'feedback', 'generate', 'sine', 'waveshartley', 'oscillator', 'transistor', 'generates', 'sine', 'wave', 'feedback', 'output', 'demonstrate', 'sine']",4
1646,56782,"Transistor Colpitts oscillator with LC feedback generates sine waves<p>Colpitts oscillator using Transistor generates sine waves with the use of LC feedback and the output scope displays the sine wave pattern</p>electronics,simulation",17,0,1,0,17,transistor colpitts oscillator feedback generate sine wavescolpitts oscillator transistor generates sine wave feedback output scope display sine wave,"['transistor', 'colpitts', 'oscillator', 'feedback', 'generate', 'sine', 'wavescolpitts', 'oscillator', 'transistor', 'generates', 'sine', 'wave', 'feedback', 'output', 'scope', 'display', 'sine', 'wave']",4
1647,56786,"Tutorial on Simulink Data Type Propagation Engine<p>This tutorial will explain Simulink®’s data type propagation engine at an architectural level. It will be explained how Simulink® engine gives blocks the ability initialize data type choices, accept or reject data type proposals, and propagate additional data type choices. Simulink’s mechanism for attempting to heuristically resolved underspecified situations will be briefly discussed. Please note: this tutorial is about how Simulink® engine interacts with blocks. It is NOT about detailed type propagation choices of specific blocks. But some simpler block behaviors will be described for illustration.</p>data type,propagation,simulink",55,0,1,0,41,tutorial data type propagation enginethis tutorial explain data type propagation engine architectural level explain engine give block ability initialize data type choice accept reject data type proposal propagate additional data type choice mechanism attempt heuristically resolve underspecified situation briefly discussed please note tutorial engine interacts block detail type propagation choice specific block simpler block behavior describe illustration data,"['tutorial', 'data', 'type', 'propagation', 'enginethis', 'tutorial', 'explain', 'data', 'type', 'propagation', 'engine', 'architectural', 'level', 'explain', 'engine', 'give', 'block', 'ability', 'initialize', 'data', 'type', 'choice', 'accept', 'reject', 'data', 'type', 'proposal', 'propagate', 'additional', 'data', 'type', 'choice', 'mechanism', 'attempt', 'heuristically', 'resolve', 'underspecified', 'situation', 'briefly', 'discussed', 'please', 'note', 'tutorial', 'engine', 'interacts', 'block', 'detail', 'type', 'propagation', 'choice', 'specific', 'block', 'simpler', 'block', 'behavior', 'describe', 'illustration', 'data']",0
1648,56805,"Construction of Decade Counter-Mod 10 using JK Flip Flops<p>For every application of ten clock input pulses, one output pulse is obtained serving as Decade Counter- Mod 10 Counter which has lot of applications in Electronics.</p>electronics,simulation",14,1,2,0,22,construction decade counter mod flip flopsfor every application ten clock input pulse one output pulse obtain serve decade counter mod counter lot application electronics,"['construction', 'decade', 'counter', 'mod', 'flip', 'flopsfor', 'every', 'application', 'ten', 'clock', 'input', 'pulse', 'one', 'output', 'pulse', 'obtain', 'serve', 'decade', 'counter', 'mod', 'counter', 'lot', 'application', 'electronics']",4
1649,56806,"Binary Counter-Mod 16 is constructed using JK Flip Flops<p>Using JK Flip Flops Binary Counter-Mod 10 Counter is constructed and one output pulse is obtained for the application of sixteen clock input pulses.</p>electronics,simulation",14,1,2,0,21,binary counter mod construct flip flopsusing flip flop binary counter mod counter construct one output pulse obtain application sixteen clock input pulse,"['binary', 'counter', 'mod', 'construct', 'flip', 'flopsusing', 'flip', 'flop', 'binary', 'counter', 'mod', 'counter', 'construct', 'one', 'output', 'pulse', 'obtain', 'application', 'sixteen', 'clock', 'input', 'pulse']",5
1650,56809,"Construction of Up-Down Counter using three JK Flip-Flops<p>Up-Down Counter using three JK Flip-Flops is constructed and verified its operation. For Up-Count mode, Count-up pin is high(1) while Count-down pin is low(0). For Down-Count mode,  Count-up pin is low(0) while Count-down pin is high(1).</p>electronics,simulation",18,1,2,0,27,construction counter three flip flopsup counter three flip flop construct verified operation count mode count pin high count pin low count mode count pin low count pin high,"['construction', 'counter', 'three', 'flip', 'flopsup', 'counter', 'three', 'flip', 'flop', 'construct', 'verified', 'operation', 'count', 'mode', 'count', 'pin', 'high', 'count', 'pin', 'low', 'count', 'mode', 'count', 'pin', 'low', 'count', 'pin', 'high']",5
1651,56822,"Rate Limiter Dynamic is used to convert sine wave input into triangular wave output.<p>Rate Limiter Dynamic is used to convert applied sine wave input into triangular wave output.The external signal Pin up sets the upper limit on the rising rate of the signal. The external signal Pin lo sets the lowerlimit on the falling rate of the signal.</p>electronics,simulation",6,0,1,0,6,rate limiter dynamic convert sine wave input triangular wave output rate limiter dynamic convert apply sine wave input triangular wave output external signal pin set upper limit rise rate signal external signal pin set lowerlimit fall rate signal,"['rate', 'limiter', 'dynamic', 'convert', 'sine', 'wave', 'input', 'triangular', 'wave', 'output', 'rate', 'limiter', 'dynamic', 'convert', 'apply', 'sine', 'wave', 'input', 'triangular', 'wave', 'output', 'external', 'signal', 'pin', 'set', 'upper', 'limit', 'rise', 'rate', 'signal', 'external', 'signal', 'pin', 'set', 'lowerlimit', 'fall', 'rate', 'signal']",0
1652,56824,"Quantization model is created using Quantizer block with Quantization interval 0.25<p>Quantization model is created using Quantizer block with Quantization interval 0.25. The applied input is sine wave with amplitude 1 and frequency 0.25 Hz and both input and output are displayed in the scope.</p>electronics,simulation",4,0,1,0,4,quantization create quantizer block quantization interval quantization create quantizer block quantization interval apply input sine wave amplitude frequency input output display scope,"['quantization', 'create', 'quantizer', 'block', 'quantization', 'interval', 'quantization', 'create', 'quantizer', 'block', 'quantization', 'interval', 'apply', 'input', 'sine', 'wave', 'amplitude', 'frequency', 'input', 'output', 'display', 'scope']",0
